Ticker,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX
2026-01-13 15:30:00+00:00,626.030029296875,627.7999877929688,624.0999755859375,626.8800048828125,2347807,243.5449981689453,245.02999877929688,243.19000244140625,244.15499877929688,3478362,336.19500732421875,338.7900085449219,334.9100036621094,337.7099914550781,2311530,260.1400146484375,260.2799072265625,259.489990234375,259.9100036621094,2608808,89.44000244140625,89.71499633789062,89.22000122070312,89.57499694824219,3231282
2026-01-13 16:30:00+00:00,626.8900146484375,630.489990234375,626.3300170898438,628.719970703125,1583797,244.14999389648438,245.52999877929688,243.81500244140625,244.35499572753906,2310896,337.67999267578125,340.45001220703125,337.3992004394531,340.3900146484375,1785405,259.8999938964844,261.1600036621094,259.8500061035156,260.8399963378906,2483937,89.57499694824219,89.87000274658203,89.38009643554688,89.66000366210938,7424819
2026-01-13 17:30:00+00:00,628.739990234375,630.0,627.010009765625,629.3814697265625,839819,244.33999633789062,244.42999267578125,242.63999938964844,242.71499633789062,2326729,340.3699951171875,340.5,337.94000244140625,338.5,1058706,260.8500061035156,261.44000244140625,259.989990234375,259.989990234375,2059870,89.65499877929688,89.83000183105469,89.53500366210938,89.625,0
2026-01-13 18:30:00+00:00,629.3099975585938,629.4400024414062,626.5499877929688,628.22998046875,668660,242.7050018310547,242.77999877929688,240.25,241.3000030517578,3579986,338.4700012207031,339.1650085449219,336.30999755859375,337.2099914550781,1298582,259.9800109863281,260.6736145019531,259.1499938964844,259.739990234375,2357708,89.625,89.75599670410156,89.44499969482422,89.70500183105469,1704132
2026-01-13 19:30:00+00:00,628.22998046875,629.3699951171875,627.580078125,628.0650024414062,819255,241.27000427246094,242.5,240.72999572753906,242.1199951171875,2966356,337.17999267578125,337.94000244140625,335.7200012207031,336.1199035644531,1484296,259.7398986816406,259.79998779296875,258.7601013183594,259.0199890136719,1960648,89.70500183105469,90.2300033569336,89.51499938964844,89.8949966430664,2435235
2026-01-13 20:30:00+00:00,628.0499877929688,631.1699829101562,627.9600219726562,630.97998046875,1069846,242.11000061035156,242.89999389648438,241.4499969482422,242.61000061035156,2301852,336.0400085449219,336.5199890136719,335.1300048828125,336.42999267578125,6502972,259.010009765625,261.20001220703125,258.8399963378906,261.04998779296875,12843144,89.8949966430664,91.1500015258789,89.30000305175781,90.30999755859375,9230792
2026-01-14 14:30:00+00:00,626.1599731445312,628.3599853515625,619.5999755859375,620.2849731445312,2749859,240.49000549316406,240.8498992919922,237.6699981689453,238.8300018310547,6756780,334.18499755859375,335.5,331.1400146484375,333.5,3372321,259.4800109863281,261.80999755859375,258.82000732421875,259.75,5147768,91.28500366210938,91.5198974609375,88.66999816894531,88.93000030517578,9077332
2026-01-14 15:30:00+00:00,620.3800048828125,622.119873046875,617.7100830078125,621.5850219726562,1202388,238.80999755859375,239.33740234375,237.2100067138672,238.5800018310547,3510306,333.5,334.42999267578125,331.7300109863281,334.1449890136719,1194591,259.7550048828125,260.0,257.8599853515625,258.739990234375,2978461,88.93000030517578,89.0,88.48999786376953,88.91500091552734,3875996
2026-01-14 16:30:00+00:00,621.52001953125,621.6799926757812,615.75,616.27001953125,1092724,238.55999755859375,238.74000549316406,236.36000061035156,237.49000549316406,2920158,334.1199951171875,334.5199890136719,332.0242004394531,333.29998779296875,945002,258.739990234375,258.80999755859375,256.7099914550781,257.3800048828125,2333928,88.91580200195312,88.91999816894531,88.2699966430664,88.49500274658203,3040837
2026-01-14 17:30:00+00:00,616.3300170898438,617.40087890625,615.0,616.9151000976562,915159,237.49000549316406,237.49000549316406,236.60000610351562,237.07000732421875,1911511,333.2799987792969,335.3800048828125,332.7799987792969,334.53460693359375,872935,257.3900146484375,257.7149963378906,256.9100036621094,257.5299987792969,1604961,88.48999786376953,88.48999786376953,88.01000213623047,88.33999633789062,3362152
2026-01-14 18:30:00+00:00,616.9149780273438,617.5900268554688,615.1500244140625,617.0999755859375,696850,237.05999755859375,237.8800048828125,236.22000122070312,237.57000732421875,1936095,334.510009765625,336.19000244140625,334.0799865722656,335.1000061035156,892992,257.5299987792969,258.1000061035156,257.05499267578125,257.79998779296875,1777225,88.34539794921875,88.38500213623047,87.94999694824219,88.22989654541016,2647321
2026-01-14 19:30:00+00:00,617.0499877929688,619.64501953125,616.4349975585938,617.7000122070312,798230,237.57000732421875,238.0800018310547,236.64010620117188,237.41000366210938,2569512,335.1300048828125,336.6600036621094,335.05999755859375,335.6199951171875,806015,257.79998779296875,259.9800109863281,257.7900085449219,259.9700012207031,2443932,88.2249984741211,88.48999786376953,88.14459991455078,88.2593002319336,2430071
2026-01-14 20:30:00+00:00,617.8900146484375,618.9199829101562,614.8150024414062,615.3499755859375,5123288,237.4199981689453,237.7899932861328,236.24000549316406,236.6750030517578,3809421,335.6499938964844,337.0199890136719,335.57000732421875,336.3699951171875,1274789,259.9800109863281,260.6000061035156,258.6841125488281,259.95001220703125,14485668,88.26000213623047,88.68000030517578,88.23999786376953,88.51899719238281,16878560
2026-01-15 14:30:00+00:00,617.3900146484375,620.5499877929688,614.22998046875,619.5900268554688,2296340,238.42999267578125,238.77000427246094,236.6300048828125,237.75,7377564,336.9399108886719,336.9399108886719,332.6600036621094,333.25,2987753,260.6499938964844,261.0299987792969,259.6199951171875,260.10009765625,5046140,89.1500015258789,89.88999938964844,88.83999633789062,89.21499633789062,5742698
2026-01-15 15:30:00+00:00,619.6900024414062,622.1900024414062,617.719970703125,621.5900268554688,1261625,237.75,239.91000366210938,237.32000732421875,238.97999572753906,4093144,333.29998779296875,334.1784973144531,331.2900085449219,332.3299865722656,1582563,260.1400146484375,260.78509521484375,259.19000244140625,260.4949951171875,2795244,89.21499633789062,89.51000213623047,88.9000015258789,89.1946029663086,2746478
2026-01-15 16:30:00+00:00,621.3499755859375,623.6400146484375,621.0200805664062,621.594970703125,710759,238.94000244140625,240.64999389648438,238.6199951171875,239.49000549316406,3085577,332.2200012207031,333.5400085449219,331.80999755859375,333.159912109375,931282,260.5,260.6300048828125,259.29998779296875,259.3299865722656,2122658,89.19999694824219,89.375,88.98999786376953,88.99500274658203,2156454
2026-01-15 17:30:00+00:00,621.5499877929688,623.64990234375,621.1539916992188,623.0900268554688,594850,239.49000549316406,239.60800170898438,238.23829650878906,238.71499633789062,2388430,333.1000061035156,333.8900146484375,332.5299987792969,333.69000244140625,887538,259.3399963378906,259.56500244140625,258.0,259.5299987792969,2472715,89.0,89.08000183105469,88.69999694824219,88.96499633789062,2246088
2026-01-15 18:30:00+00:00,623.0800170898438,624.1699829101562,620.4500122070312,620.6790771484375,724541,238.7100067138672,239.38999938964844,237.82000732421875,237.85499572753906,1958063,333.6400146484375,334.010009765625,333.1700134277344,333.2099914550781,859612,259.54998779296875,259.75,258.260009765625,258.32000732421875,2003848,88.96499633789062,89.12000274658203,88.55000305175781,88.59500122070312,2248997
2026-01-15 19:30:00+00:00,620.600830078125,620.6749877929688,616.9000854492188,618.4500122070312,815960,237.85000610351562,237.99400329589844,236.99000549316406,237.48269653320312,2871667,333.1499938964844,333.3500061035156,331.8299865722656,332.40008544921875,851807,258.3434143066406,258.45001220703125,257.04998779296875,257.6700134277344,3158266,88.59500122070312,88.5999984741211,87.81999969482422,88.13400268554688,11092885
2026-01-15 20:30:00+00:00,618.4400024414062,622.6500244140625,618.1701049804688,620.9299926757812,871312,237.46499633789062,238.3350067138672,237.0,238.1699981689453,2540196,332.4049987792969,333.5299987792969,332.04998779296875,333.1300048828125,5399523,257.6575012207031,258.3800048828125,257.1099853515625,258.3299865722656,2733911,88.12999725341797,88.23500061035156,87.95999908447266,88.05999755859375,0
2026-01-16 14:30:00+00:00,622.2899780273438,629.0800170898438,621.25,624.3400268554688,3259271,239.38499450683594,239.57000732421875,237.10000610351562,237.9199981689453,8735114,333.7619934082031,334.510009765625,329.8399963378906,329.9952087402344,4616237,258.20001220703125,258.8999938964844,256.4601135253906,256.80999755859375,11278805,88.10639953613281,88.51000213623047,87.77999877929688,88.2500991821289,7072898
2026-01-16 15:30:00+00:00,624.4299926757812,625.5999145507812,621.6500244140625,625.510009765625,760109,237.89999389648438,238.0399932861328,236.41000366210938,237.8175048828125,3696222,329.9800109863281,330.67999267578125,329.45001220703125,330.3500061035156,1341990,256.80999755859375,256.9200134277344,256.05999755859375,256.4399108886719,2790833,88.25,88.29000091552734,87.80999755859375,88.10549926757812,2346302
2026-01-16 16:30:00+00:00,625.5150146484375,625.75,622.6599731445312,623.9299926757812,2290497,237.80999755859375,238.3300018310547,237.32839965820312,237.67919921875,2006703,330.3500061035156,331.260009765625,330.0899963378906,330.2300109863281,859681,256.426513671875,256.6300048828125,255.82000732421875,255.8300018310547,2796717,88.1050033569336,88.29889678955078,87.83000183105469,87.91999816894531,2595394
2026-01-16 17:30:00+00:00,623.9299926757812,626.530029296875,623.260009765625,626.2349853515625,0,237.67999267578125,239.02999877929688,237.52000427246094,238.80499267578125,1691113,330.20001220703125,330.45001220703125,328.1700134277344,330.0199890136719,1197049,255.8300018310547,256.08990478515625,254.92999267578125,256.0299987792969,3606144,87.91999816894531,88.19499969482422,87.8499984741211,88.0155029296875,2373900
2026-01-16 18:30:00+00:00,626.260009765625,627.5574951171875,622.830078125,623.2899780273438,746958,238.8000030517578,238.91000366210938,237.4199981689453,237.64999389648438,1534493,330.0260009765625,330.1700134277344,329.05999755859375,329.8900146484375,804026,256.0299987792969,257.1499938964844,255.9149932861328,256.0,2811980,88.01000213623047,88.16000366210938,87.81999969482422,87.86499786376953,2285801
2026-01-16 19:30:00+00:00,623.1699829101562,624.2000122070312,622.47998046875,622.9349975585938,1193623,237.63999938964844,238.39999389648438,237.63999938964844,238.22500610351562,1778073,329.8699951171875,330.6199951171875,329.73748779296875,330.1300048828125,738288,256.0,256.9700012207031,255.94000244140625,256.17999267578125,2648818,87.86979675292969,88.05000305175781,87.81999969482422,87.99230194091797,2252576
2026-01-16 20:30:00+00:00,622.9099731445312,622.9099731445312,620.0900268554688,620.25,919678,238.22000122070312,239.38999938964844,238.0,239.05999755859375,2413421,330.1099853515625,330.6700134277344,329.4700012207031,330.42999267578125,1322471,256.1700134277344,256.4725036621094,255.1300048828125,255.47999572753906,3511559,87.99500274658203,88.18000030517578,87.8949966430664,87.98999786376953,3097563
