Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-14 14:30:00+00:00,216.4250030517578,217.06959533691406,215.97999572753906,216.4949951171875,5601692,1215.1300048828125,1222.3699951171875,1213.363037109375,1216.02001953125,266233,247.0,247.74989318847656,246.1199951171875,246.21400451660156,3292430,245.0800018310547,246.60000610351562,244.83059692382812,246.11000061035156,2556920,709.8099975585938,712.1373291015625,707.8499755859375,710.8900146484375,744607
2025-10-14 15:30:00+00:00,216.4949951171875,218.49989318847656,216.47000122070312,218.3000030517578,3960722,1216.9300537109375,1223.8900146484375,1215.47998046875,1222.760009765625,203833,246.22999572753906,247.75,246.1699981689453,247.38999938964844,2724013,246.14999389648438,248.0240020751953,246.14999389648438,247.46499633789062,1681124,710.7949829101562,715.5399780273438,710.7949829101562,712.8699951171875,888374
2025-10-14 16:30:00+00:00,218.2899932861328,219.32000732421875,218.0399932861328,218.9199981689453,3463725,1223.8699951171875,1224.2899169921875,1217.31005859375,1218.2650146484375,163728,247.38999938964844,248.035400390625,247.38499450683594,247.79800415039062,2048766,247.5,247.89500427246094,246.6367950439453,247.47999572753906,1026217,712.8599853515625,714.9450073242188,711.739990234375,714.0499877929688,643456
2025-10-14 17:30:00+00:00,218.9250030517578,219.05999755859375,216.82000732421875,217.55999755859375,3966278,1218.219970703125,1222.4599609375,1216.8599853515625,1220.010009765625,154383,247.80999755859375,247.82000732421875,247.17999267578125,247.48500061035156,2132596,247.50999450683594,247.64999389648438,247.05999755859375,247.5500030517578,656961,714.0599975585938,714.0599975585938,710.2999877929688,711.2100219726562,510481
2025-10-14 18:30:00+00:00,217.57000732421875,217.73500061035156,216.87339782714844,217.48500061035156,4374080,1220.010009765625,1220.5400390625,1214.43994140625,1215.8399658203125,178803,247.49000549316406,248.75,247.14439392089844,248.4199981689453,3822730,247.5189971923828,247.5189971923828,246.4857940673828,246.53500366210938,764146,711.3900146484375,712.7399291992188,710.4000244140625,711.52001953125,531401
2025-10-14 19:30:00+00:00,217.49000549316406,217.52000427246094,215.3699951171875,216.44000244140625,5250080,1216.1650390625,1216.1800537109375,1210.010009765625,1215.72998046875,382074,248.42999267578125,248.84500122070312,246.72999572753906,247.85000610351562,4482259,246.5500030517578,246.5800018310547,244.5,246.19000244140625,1868966,711.6199951171875,711.7769775390625,704.8599853515625,708.77001953125,1297305
2025-10-15 13:30:00+00:00,216.6999969482422,217.7100067138672,215.91009521484375,216.1999969482422,10791942,1213.010009765625,1218.0,1206.0,1214.1500244140625,417645,249.3800048828125,251.82000732421875,248.63999938964844,250.85000610351562,8163531,247.91000366210938,252.60000610351562,246.7899932861328,251.97000122070312,3814027,716.8599853515625,723.0499877929688,713.25,721.1749877929688,2619944
2025-10-15 14:30:00+00:00,216.22000122070312,216.74000549316406,215.14999389648438,215.44000244140625,7726538,1214.875,1219.6199951171875,1212.2900390625,1216.81005859375,235499,250.8699951171875,251.4691925048828,249.8000030517578,249.85989379882812,3430819,251.97000122070312,252.75999450683594,250.41099548339844,251.00999450683594,1835298,721.239990234375,723.9000244140625,717.5999755859375,719.27001953125,1545413
2025-10-15 15:30:00+00:00,215.4499969482422,215.6999969482422,214.14999389648438,215.42010498046875,5487150,1216.8499755859375,1219.10498046875,1212.0,1212.0,217204,249.82000732421875,250.04969787597656,248.72000122070312,249.77499389648438,2879510,250.9398956298828,251.13999938964844,249.22999572753906,249.99000549316406,1219453,719.2999877929688,719.9400024414062,713.5750122070312,717.6199951171875,960983
2025-10-15 16:30:00+00:00,215.4600067138672,215.5399932861328,212.66000366210938,213.61500549316406,5527751,1211.8599853515625,1213.2099609375,1203.373046875,1205.4212646484375,190657,249.77999877929688,249.9499053955078,247.47999572753906,248.0904998779297,2290291,249.94000244140625,250.26499938964844,247.44000244140625,248.23500061035156,994289,717.4299926757812,718.3599853515625,709.510009765625,712.3499755859375,754696
2025-10-15 17:30:00+00:00,213.63499450683594,215.0,213.47000122070312,214.8000030517578,3033134,1206.114990234375,1210.3299560546875,1203.2099609375,1203.9649658203125,146139,248.10499572753906,249.8000030517578,248.0500030517578,249.64700317382812,1934212,248.1905059814453,250.7095947265625,248.1905059814453,250.47000122070312,802770,712.5549926757812,717.1400146484375,712.1199951171875,716.3699951171875,553669
2025-10-15 18:30:00+00:00,214.7801055908203,215.27499389648438,214.58999633789062,215.18099975585938,3060567,1203.5699462890625,1208.1318359375,1203.5699462890625,1207.5679931640625,142725,249.64999389648438,250.10000610351562,249.47999572753906,249.9199981689453,2139459,250.47999572753906,251.64999389648438,250.39999389648438,251.17999267578125,1348683,716.4199829101562,718.6199951171875,716.1099853515625,716.6799926757812,520203
2025-10-15 19:30:00+00:00,215.18499755859375,215.64999389648438,214.72000122070312,215.6300048828125,3884561,1207.9599609375,1208.530029296875,1201.6700439453125,1203.2900390625,247509,249.92999267578125,250.07000732421875,248.1699981689453,249.42999267578125,4229173,251.1699981689453,251.7899932861328,250.4199981689453,251.72900390625,1885384,716.6799926757812,717.780029296875,714.8900146484375,717.780029296875,958803
2025-10-16 13:30:00+00:00,215.6699981689453,218.58999633789062,215.2899932861328,217.5749969482422,9257748,1212.1500244140625,1216.7099609375,1198.2166748046875,1200.3199462890625,600363,248.27000427246094,248.3800048828125,246.17999267578125,247.50999450683594,9564057,252.47000122070312,257.5799865722656,252.38999938964844,255.42999267578125,5904503,717.5599975585938,725.489990234375,717.489990234375,719.9301147460938,2035894
2025-10-16 14:30:00+00:00,217.5970001220703,218.53500366210938,216.5153045654297,216.75999450683594,3851239,1199.8199462890625,1208.6600341796875,1195.27001953125,1195.280029296875,338437,247.49000549316406,249.0399932861328,247.48170471191406,248.23500061035156,4826932,255.5413055419922,256.9100036621094,254.72999572753906,254.85000610351562,1906922,719.8350219726562,722.114990234375,718.6099853515625,719.125,786962
2025-10-16 15:30:00+00:00,216.75,217.0399932861328,215.4300994873047,215.5,3656254,1195.0,1196.3499755859375,1188.263671875,1189.06005859375,347924,248.1699981689453,248.66310119628906,247.03500366210938,247.72000122070312,3305994,254.80999755859375,255.42999267578125,252.8336944580078,252.9149932861328,1403542,719.0700073242188,720.3989868164062,712.8001098632812,713.1500244140625,868860
2025-10-16 16:30:00+00:00,215.5,215.86000061035156,213.8800048828125,215.52999877929688,5533686,1188.510009765625,1189.969970703125,1181.1258544921875,1188.77001953125,336606,247.70010375976562,247.7720947265625,246.0399932861328,247.22000122070312,4045208,252.88999938964844,253.75,251.50999450683594,253.5,1467532,712.5,713.780029296875,709.5401000976562,711.9500122070312,979445
2025-10-16 17:30:00+00:00,215.50999450683594,215.75999450683594,213.13999938964844,213.17999267578125,4659136,1188.77001953125,1189.58984375,1177.9100341796875,1180.1573486328125,239168,247.22000122070312,247.4199981689453,245.25999450683594,245.66000366210938,3995746,253.4600067138672,253.72999572753906,250.6699981689453,251.64100646972656,1237440,711.8200073242188,712.72998046875,703.8800048828125,705.4365234375,1075991
2025-10-16 18:30:00+00:00,213.1999969482422,214.8699951171875,212.8101043701172,214.07000732421875,5234988,1179.4100341796875,1182.5,1176.155029296875,1179.4000244140625,239063,245.63999938964844,247.02000427246094,245.1300048828125,246.5500030517578,3603265,251.64439392089844,252.86000061035156,250.91000366210938,252.11000061035156,1346462,705.4349975585938,710.5,704.3599853515625,708.5599975585938,888484
2025-10-16 19:30:00+00:00,214.10000610351562,215.0,213.63999938964844,214.47000122070312,4346792,1179.6300048828125,1185.125,1177.8499755859375,1183.2249755859375,406051,246.55999755859375,247.91000366210938,246.35000610351562,247.42999267578125,3734949,252.15049743652344,252.74000549316406,251.61000061035156,251.8800048828125,2758143,708.5599975585938,713.0,707.7239990234375,712.0599975585938,963254
2025-10-17 13:30:00+00:00,214.55999755859375,214.8000030517578,212.6199951171875,213.9600067138672,10392685,1183.5999755859375,1196.0,1178.9599609375,1194.6199951171875,659310,248.02000427246094,250.32000732421875,247.27000427246094,249.5601043701172,11142993,251.34500122070312,252.88999938964844,248.58999633789062,252.1300048828125,4548744,707.0750122070312,715.739990234375,706.1199951171875,713.8200073242188,2995068
2025-10-17 14:30:00+00:00,213.96499633789062,213.96499633789062,211.1199951171875,211.58999633789062,7630123,1194.47998046875,1197.041015625,1188.8199462890625,1189.9300537109375,471388,249.6439971923828,249.86000061035156,248.22999572753906,248.47999572753906,3459331,252.0800018310547,252.47999572753906,250.625,251.0399932861328,2490852,713.7050170898438,713.989990234375,707.3599853515625,708.9603881835938,1305341
2025-10-17 15:30:00+00:00,211.59500122070312,213.24000549316406,211.02999877929688,213.05999755859375,6111493,1189.9200439453125,1199.1319580078125,1185.5899658203125,1197.25,383715,248.47999572753906,250.35000610351562,248.09719848632812,250.29649353027344,4277714,251.05999755859375,253.67999267578125,250.33999633789062,253.5500030517578,1602856,708.894775390625,713.5900268554688,706.8099975585938,712.6900024414062,1121503
2025-10-17 16:30:00+00:00,213.0449981689453,213.28860473632812,212.1199951171875,212.36639404296875,3793387,1197.64501953125,1200.1600341796875,1193.010009765625,1194.2850341796875,195281,250.29330444335938,251.36000061035156,250.27520751953125,250.81500244140625,6063960,253.5500030517578,253.92990112304688,251.83999633789062,252.3524932861328,1283842,712.9000244140625,713.6900024414062,710.1408081054688,711.8499755859375,644011
2025-10-17 17:30:00+00:00,212.3350067138672,213.7899932861328,212.05499267578125,213.68499755859375,3603787,1195.0599365234375,1201.75,1194.6099853515625,1201.25,303805,250.8000030517578,252.53500366210938,250.2449951171875,252.3000030517578,3952984,252.3000030517578,254.8769989013672,252.22999572753906,254.3000030517578,1256385,711.7000732421875,716.8300170898438,711.1500854492188,716.3200073242188,1866966
2025-10-17 18:30:00+00:00,213.67999267578125,213.76499938964844,212.94000244140625,213.25999450683594,3656818,1201.1300048828125,1203.1199951171875,1198.94580078125,1201.2874755859375,239302,252.2823944091797,252.82000732421875,251.6999969482422,252.75999450683594,3982655,254.28550720214844,254.4499969482422,253.11000061035156,253.8300018310547,1424354,716.5800170898438,717.5399780273438,715.4199829101562,717.1649780273438,782473
2025-10-17 19:30:00+00:00,213.25,213.3800048828125,212.77999877929688,213.0500030517578,4248314,1200.1500244140625,1201.3599853515625,1198.7900390625,1199.3699951171875,270817,252.75,253.3800048828125,252.1199951171875,252.3000030517578,7247788,253.83999633789062,254.2100067138672,253.36000061035156,253.82000732421875,2057389,717.0700073242188,718.5399780273438,716.010009765625,716.6699829101562,1405410
