Ticker,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-10 14:30:00+00:00,652.5599975585938,660.2999877929688,652.5599975585938,657.4149780273438,1356095,96.83999633789062,97.56500244140625,96.76000213623047,97.11000061035156,5038429,306.3299865722656,309.1499938964844,306.3299865722656,308.0400085449219,1464919,259.9400939941406,261.7799987792969,259.9150085449219,261.30999755859375,3031430,214.0500030517578,215.64700317382812,214.0449981689453,214.4091033935547,4569076
2026-03-10 15:30:00+00:00,657.3350219726562,658.5499877929688,654.9500122070312,657.6599731445312,692090,97.11009979248047,97.37000274658203,96.66999816894531,97.30999755859375,4592011,308.05499267578125,308.92999267578125,307.3399963378906,307.8699951171875,1224741,261.29998779296875,261.9800109863281,261.0,261.8699951171875,2380233,214.38999938964844,215.3000030517578,213.83999633789062,214.94500732421875,4080666
2026-03-10 16:30:00+00:00,657.7050170898438,659.8599853515625,657.219970703125,659.1998901367188,658033,97.30999755859375,97.45999908447266,96.87000274658203,96.87000274658203,3494341,307.9700012207031,308.7799987792969,307.5400085449219,308.6600036621094,923530,261.8900146484375,262.4800109863281,260.82000732421875,262.20001220703125,2603212,214.97000122070312,215.64999389648438,214.7899932861328,215.36000061035156,2810818
2026-03-10 17:30:00+00:00,659.094970703125,659.2999877929688,655.0700073242188,657.0150146484375,761714,96.875,97.05999755859375,96.29000091552734,96.83000183105469,4020553,308.6499938964844,308.9800109863281,306.25,307.489990234375,1377235,262.19000244140625,262.4800109863281,260.4700012207031,261.6700134277344,3001027,215.30499267578125,215.49000549316406,213.57020568847656,214.47500610351562,3951398
2026-03-10 18:30:00+00:00,657.2100219726562,657.969970703125,652.780029296875,653.0850219726562,761940,96.83000183105469,97.11499786376953,96.55000305175781,96.75499725341797,3130332,307.5199890136719,308.1099853515625,306.5199890136719,306.54998779296875,1422561,261.70001220703125,261.9700012207031,260.42999267578125,260.5050048828125,2377024,214.4949951171875,214.80999755859375,213.7899932861328,213.9600067138672,3316374
2026-03-10 19:30:00+00:00,653.02001953125,654.594970703125,651.9473876953125,654.0800170898438,1107999,96.75499725341797,97.19930267333984,96.66999816894531,96.94000244140625,3842788,306.5400085449219,307.45001220703125,306.3699951171875,306.8699951171875,1799956,260.4700012207031,261.20001220703125,260.35009765625,260.7200012207031,3231160,213.9499969482422,214.6300048828125,213.72000122070312,214.33999633789062,4260778
2026-03-11 13:30:00+00:00,656.3286743164062,659.1199951171875,651.3699951171875,652.7200927734375,1946141,97.38999938964844,98.0,95.75,95.95500183105469,7175884,306.2850036621094,310.5899963378906,305.876708984375,310.55828857421875,2881243,261.2099914550781,262.1300048828125,259.54998779296875,259.9949951171875,4281023,215.88499450683594,217.0,213.05999755859375,213.6199951171875,6996036
2026-03-11 14:30:00+00:00,652.8200073242188,654.2899780273438,648.5145263671875,649.239990234375,1079024,95.95999908447266,96.22000122070312,95.16999816894531,95.18000030517578,4145244,310.5799865722656,311.0690002441406,308.3800048828125,308.5,1375459,260.0,260.9599914550781,259.8599853515625,260.1000061035156,2604285,213.63999938964844,214.5500030517578,212.1300048828125,212.19500732421875,4864253
2026-03-11 15:30:00+00:00,649.030029296875,651.4099731445312,648.3599853515625,651.2150268554688,786703,95.18000030517578,95.5,95.02999877929688,95.44010162353516,4428538,308.5199890136719,309.4049987792969,308.0,308.4200134277344,1024678,260.1199951171875,260.8680114746094,259.8500061035156,260.6449890136719,1954747,212.1999969482422,212.64999389648438,211.71499633789062,212.61000061035156,3775785
2026-03-11 16:30:00+00:00,651.4000244140625,654.4400024414062,651.2780151367188,653.4600219726562,693278,95.44000244140625,95.8499984741211,95.40010070800781,95.58999633789062,2677495,308.3999938964844,309.25,308.3330078125,309.0299987792969,1226472,260.6199951171875,261.20001220703125,260.5,261.02508544921875,1517902,212.5800018310547,213.27000427246094,212.57000732421875,212.63999938964844,2404345
2026-03-11 17:30:00+00:00,653.489990234375,654.4600219726562,650.510009765625,651.8350219726562,544241,95.59500122070312,95.63899993896484,94.87999725341797,95.05500030517578,2962169,309.05999755859375,309.1000061035156,307.25,308.1000061035156,991976,261.0400085449219,261.1300048828125,259.6300048828125,260.1099853515625,1845686,212.63999938964844,212.7899932861328,211.35000610351562,212.32000732421875,2945419
2026-03-11 18:30:00+00:00,651.8350219726562,653.8800048828125,651.8350219726562,652.4199829101562,600915,95.05000305175781,95.23500061035156,94.80000305175781,94.86509704589844,3086649,308.1000061035156,308.4800109863281,307.05999755859375,307.7300109863281,1310573,260.1000061035156,260.3999938964844,259.80999755859375,260.1317138671875,1606862,212.29220581054688,213.3300018310547,212.29220581054688,212.7100067138672,3407192
2026-03-11 19:30:00+00:00,652.5150146484375,655.6099853515625,652.4600219726562,654.7000122070312,899078,94.86499786376953,95.16000366210938,94.68499755859375,94.87999725341797,4410922,307.7699890136719,308.6199951171875,307.510009765625,308.4100036621094,1356863,260.1400146484375,261.1000061035156,260.0400085449219,260.80999755859375,3235002,212.7100067138672,213.32000732421875,212.52999877929688,212.63999938964844,3526806
2026-03-12 13:30:00+00:00,648.8200073242188,653.5,643.3300170898438,644.7899780273438,1601773,94.9260025024414,95.4000015258789,94.56999969482422,94.63500213623047,6424906,306.1549987792969,308.6400146484375,302.45001220703125,302.45001220703125,2779249,258.6400146484375,258.95001220703125,254.6699981689453,254.6699981689453,7250332,210.3300018310547,211.7100067138672,208.82000732421875,210.27000427246094,8748763
2026-03-12 14:30:00+00:00,644.75,646.6300048828125,639.4000244140625,640.4650268554688,1063627,94.62999725341797,94.98500061035156,94.41999816894531,94.78600311279297,4056839,302.4200134277344,303.25,300.8399963378906,302.04998779296875,1843007,254.66000366210938,255.7899932861328,254.35000610351562,255.35499572753906,3974410,210.25,211.1699981689453,208.14999389648438,208.64999389648438,5306810
2026-03-12 15:30:00+00:00,640.469970703125,643.39990234375,638.4550170898438,639.5499877929688,1027244,94.78500366210938,94.83499908447266,93.87000274658203,94.05000305175781,3683899,302.0299987792969,303.7200012207031,301.760009765625,302.760009765625,1809152,255.3300018310547,256.25,254.17999267578125,255.65780639648438,3679550,208.6199951171875,210.55999755859375,208.36000061035156,209.69000244140625,4434111
2026-03-12 16:30:00+00:00,639.4500122070312,641.97998046875,638.780029296875,639.5499877929688,816303,94.04989624023438,94.7699966430664,93.98999786376953,94.63999938964844,3945639,302.739990234375,304.0,302.57000732421875,303.5799865722656,1168790,255.6300048828125,255.9499969482422,254.77000427246094,255.0500030517578,3104437,209.69349670410156,210.87989807128906,209.35000610351562,210.0500030517578,3898944
2026-03-12 17:30:00+00:00,639.5250244140625,641.5700073242188,636.9000244140625,639.3599853515625,870759,94.63500213623047,95.04000091552734,94.49500274658203,94.86009979248047,2795702,303.5799865722656,304.4703063964844,302.79998779296875,304.3320007324219,1341099,255.04010009765625,255.67999267578125,254.80999755859375,255.39500427246094,2746542,210.05999755859375,210.61000061035156,209.37989807128906,209.70899963378906,2901225
2026-03-12 18:30:00+00:00,639.239990234375,639.6199951171875,637.7899780273438,639.0599975585938,914869,94.86000061035156,95.08999633789062,94.6449966430664,94.74009704589844,2881318,304.30999755859375,304.7900085449219,303.67999267578125,304.57000732421875,1163167,255.3699951171875,256.25,254.88999938964844,256.0899963378906,3162742,209.69000244140625,209.88999938964844,208.80499267578125,209.7899932861328,3378580
2026-03-12 19:30:00+00:00,639.1400146484375,639.7399291992188,637.52001953125,638.1599731445312,1622261,94.73999786376953,94.83999633789062,94.11000061035156,94.31999969482422,4272358,304.6199951171875,304.7449951171875,303.1000061035156,303.17999267578125,1447393,256.09991455078125,256.2051086425781,254.97000122070312,255.75,4532523,209.79989624023438,210.25509643554688,209.31500244140625,209.52000427246094,4801456
2026-03-13 13:30:00+00:00,623.27001953125,627.3300170898438,617.6699829101562,626.7999877929688,5391702,94.55000305175781,95.67970275878906,94.4000015258789,95.24089813232422,6278779,307.0,307.239990234375,303.9599914550781,306.2900085449219,2964299,255.39999389648438,256.3299865722656,254.6407012939453,255.4250030517578,5452768,209.39999389648438,210.55999755859375,207.60000610351562,209.97999572753906,7781287
2026-03-13 14:30:00+00:00,626.7249755859375,629.169921875,617.3200073242188,618.4099731445312,2442971,95.23999786376953,95.40499877929688,94.55999755859375,94.75,2768824,306.2449951171875,307.1300048828125,303.57000732421875,303.6700134277344,1772444,255.42999267578125,255.80999755859375,253.27000427246094,253.3007049560547,3280492,210.0,210.5,207.96780395507812,208.02999877929688,4051165
2026-03-13 15:30:00+00:00,618.4099731445312,619.669921875,615.1580810546875,617.75,1842761,94.75499725341797,94.98999786376953,94.37000274658203,94.75499725341797,3325827,303.7099914550781,303.8699951171875,301.739990234375,302.13031005859375,1919830,253.3300018310547,253.50999450683594,251.85000610351562,252.65499877929688,3395163,208.02999877929688,208.39999389648438,206.8699951171875,207.77999877929688,4243612
2026-03-13 16:30:00+00:00,617.780029296875,618.760009765625,613.260009765625,615.6699829101562,1817113,94.74500274658203,94.9000015258789,94.32499694824219,94.66000366210938,2352758,302.1400146484375,302.5201110839844,300.0,301.2650146484375,1901813,252.63999938964844,252.97000122070312,250.9600067138672,251.17999267578125,4343212,207.77000427246094,208.14999389648438,206.5399932861328,207.14500427246094,3100421
2026-03-13 17:30:00+00:00,615.719970703125,615.9299926757812,609.5499877929688,613.219970703125,1897342,94.66000366210938,94.69390106201172,94.23999786376953,94.62000274658203,2048684,301.3951110839844,301.3951110839844,299.78009033203125,301.3500061035156,1501459,251.18499755859375,251.65750122070312,250.779296875,251.26400756835938,2493737,207.19000244140625,207.8000030517578,206.22000122070312,207.8000030517578,3348930
2026-03-13 18:30:00+00:00,613.2756958007812,614.280029296875,611.7249755859375,611.7849731445312,1459849,94.61499786376953,94.88999938964844,94.58499908447266,94.59500122070312,2248775,301.3399963378906,301.9649963378906,300.4599914550781,300.82000732421875,964726,251.25999450683594,251.84500122070312,250.2100067138672,250.2949981689453,3296194,207.76609802246094,208.49000549316406,207.67999267578125,208.1199951171875,2978467
2026-03-13 19:30:00+00:00,611.8200073242188,614.8300170898438,611.7999877929688,613.6300048828125,2168095,94.5999984741211,95.58999633789062,94.56999969482422,95.33999633789062,6007186,300.80499267578125,301.75,300.3599853515625,301.4649963378906,1893636,250.27999877929688,250.6199951171875,249.52000427246094,250.11500549316406,6367474,208.1300048828125,208.5,207.39999389648438,207.7100067138672,4430500
