Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-26 15:30:00+01:00,383.5,385.3900146484375,381.94000244140625,382.2149963378906,2251147,608.7000122070312,608.9400024414062,605.6099853515625,607.1400146484375,1503408,311.7300109863281,311.80999755859375,310.8599853515625,311.3599853515625,3935923,265.41009521484375,265.41448974609375,263.5201110839844,263.84149169921875,5517323,87.68000030517578,87.79000091552734,87.25,87.72000122070312,3167525
2026-05-26 16:30:00+01:00,382.2099914550781,383.3450012207031,381.80999755859375,382.8900146484375,1496199,607.0900268554688,609.989990234375,605.3001098632812,609.9400024414062,1200481,311.3800048828125,311.57000732421875,309.7699890136719,310.4704895019531,3714586,263.8800048828125,264.07000732421875,263.2200012207031,264.05999755859375,3119940,87.72000122070312,88.04000091552734,87.61000061035156,87.98999786376953,1907429
2026-05-26 17:30:00+01:00,382.8700866699219,383.2699890136719,381.3699951171875,381.9200134277344,1192285,609.9400024414062,610.9550170898438,608.7249755859375,609.0900268554688,787569,310.4849853515625,310.7699890136719,309.0299987792969,309.18499755859375,5208906,264.07000732421875,264.25,262.07000732421875,262.2799987792969,3465934,87.98999786376953,88.11499786376953,87.84500122070312,87.88500213623047,2269299
2026-05-26 18:30:00+01:00,381.93499755859375,383.32000732421875,381.7900085449219,382.6499938964844,890785,609.1649780273438,610.5999755859375,608.3099975585938,610.114990234375,714903,309.19000244140625,310.20001220703125,309.1099853515625,309.8299865722656,2909764,262.2699890136719,263.3900146484375,262.1650085449219,263.2650146484375,2834593,87.88999938964844,88.04499816894531,87.68000030517578,87.78500366210938,1527050
2026-05-26 19:30:00+01:00,382.6499938964844,383.25,381.7850036621094,383.19500732421875,1173983,610.1199951171875,610.889892578125,608.75,609.0999755859375,800892,309.8399963378906,310.05999755859375,308.0799865722656,308.3799133300781,3079448,263.260009765625,264.29998779296875,262.510009765625,264.260009765625,3701030,87.7886962890625,87.8499984741211,87.5999984741211,87.73999786376953,2034733
2026-05-26 20:30:00+01:00,383.2200012207031,384.9700012207031,383.135009765625,384.9200134277344,1532247,609.1400146484375,612.4199829101562,608.9199829101562,612.3400268554688,930581,308.360107421875,308.9599914550781,307.6700134277344,308.3800048828125,4315325,264.239990234375,265.739990234375,264.239990234375,265.30999755859375,4027161,87.73999786376953,87.81999969482422,87.56999969482422,87.68000030517578,2784424
2026-05-27 14:30:00+01:00,382.8125,388.8999938964844,382.0,387.7200012207031,3889192,609.760009765625,616.0999755859375,609.2109985351562,615.0,2770595,308.44000244140625,312.7699890136719,308.3299865722656,311.260009765625,9481867,266.1499938964844,270.6600036621094,265.7001037597656,269.8900146484375,10163044,87.0459976196289,88.47000122070312,86.81999969482422,88.29499816894531,5837367
2026-05-27 15:30:00+01:00,387.7200927734375,388.32000732421875,386.5,387.9649963378906,1653760,615.010009765625,616.7000122070312,612.0700073242188,613.4349975585938,1303986,311.260009765625,313.260009765625,311.19000244140625,311.7749938964844,11989445,269.864990234375,271.44000244140625,269.29998779296875,271.04998779296875,4900986,88.27999877929688,88.48999786376953,87.91500091552734,88.32499694824219,2511467
2026-05-27 16:30:00+01:00,387.9649963378906,388.05999755859375,386.0799865722656,387.3699951171875,1369718,613.4349975585938,614.6300048828125,610.9600219726562,612.3599853515625,1147903,311.7900085449219,312.1400146484375,310.7001037597656,311.2349853515625,4954830,271.0799865722656,271.1600036621094,269.1000061035156,271.0199890136719,3386197,88.32499694824219,88.48570251464844,87.64009857177734,87.69499969482422,1605173
2026-05-27 17:30:00+01:00,387.375,389.7250061035156,386.42999267578125,386.44000244140625,1172297,612.3099975585938,614.1799926757812,609.2100219726562,609.7999267578125,1029638,311.2349853515625,311.4849853515625,310.3800048828125,310.4700012207031,3377025,271.0199890136719,272.4100036621094,270.3500061035156,270.4800109863281,3928135,87.69499969482422,87.86000061035156,87.44000244140625,87.44999694824219,1859054
2026-05-27 18:30:00+01:00,386.4599914550781,388.75,386.4599914550781,388.4898986816406,1514451,609.760009765625,629.780029296875,609.3800048828125,628.5800170898438,4989836,310.4700012207031,311.0,310.30999755859375,310.8299865722656,2683160,270.44000244140625,270.8580017089844,269.625,269.95001220703125,3019318,87.44999694824219,87.70500183105469,87.36499786376953,87.51499938964844,1574721
2026-05-27 19:30:00+01:00,388.489990234375,388.5199890136719,386.2049865722656,386.4549865722656,1269787,628.5737915039062,638.4998779296875,627.3599853515625,632.5775146484375,5670194,310.8232116699219,310.8800048828125,309.7699890136719,309.82000732421875,2810007,269.9599914550781,271.70001220703125,269.1700134277344,271.30999755859375,3124045,87.51499938964844,87.77999877929688,87.43000030517578,87.77999877929688,1828036
2026-05-27 20:30:00+01:00,386.4599914550781,386.6700134277344,384.3900146484375,384.8599853515625,2159677,632.5800170898438,637.260009765625,632.1300048828125,635.2550048828125,2940309,309.82000732421875,311.1000061035156,309.5199890136719,310.92999267578125,4216251,271.3299865722656,271.8900146484375,270.82000732421875,271.8673095703125,3934539,87.7699966430664,87.80999755859375,87.30500030517578,87.33499908447266,3142302
2026-05-28 14:30:00+01:00,383.87750244140625,386.4700012207031,381.260009765625,385.6600036621094,3408552,639.97998046875,643.0,629.3099975585938,638.8900146484375,5946061,310.67999267578125,312.760009765625,309.6000061035156,311.70001220703125,7569372,272.239990234375,272.32000732421875,267.44000244140625,269.70001220703125,9269174,86.83999633789062,87.04000091552734,85.91000366210938,86.80000305175781,6245940
2026-05-28 15:30:00+01:00,385.69000244140625,387.3500061035156,384.56768798828125,385.6650085449219,1624438,639.1300048828125,639.75,632.7100219726562,633.510009765625,1434172,311.70001220703125,311.9700012207031,311.04998779296875,311.82501220703125,3612059,269.70001220703125,270.5350036621094,269.0,269.75,3888278,86.80000305175781,86.87999725341797,85.58499908447266,85.70020294189453,8431965
2026-05-28 16:30:00+01:00,385.70001220703125,386.7901916503906,385.4700012207031,385.7380065917969,1161302,633.6900024414062,635.0,630.8649291992188,634.614990234375,1416709,311.82501220703125,311.94500732421875,310.3074951171875,310.44000244140625,3704416,269.75,270.8096008300781,269.3999938964844,269.42999267578125,3529022,85.69999694824219,86.38990020751953,85.67990112304688,86.29029846191406,4327070
2026-05-28 17:30:00+01:00,385.6700134277344,386.2550048828125,384.19000244140625,385.9700012207031,1201964,634.59130859375,634.6900024414062,629.7100830078125,631.2150268554688,1403857,310.44500732421875,311.6199951171875,309.57000732421875,310.79998779296875,3879761,269.42999267578125,271.589599609375,269.17999267578125,271.0400085449219,2990357,86.29499816894531,86.38999938964844,85.93000030517578,85.9749984741211,2987583
2026-05-28 18:30:00+01:00,386.010009765625,387.07000732421875,385.2300109863281,386.45001220703125,1874551,631.2474975585938,633.3900146484375,630.7100219726562,632.8599853515625,1062877,310.81500244140625,311.0199890136719,310.1099853515625,310.8399963378906,3474234,271.0350036621094,272.70001220703125,271.0249938964844,272.6549987792969,4237152,85.9749984741211,86.2750015258789,85.96499633789062,86.2300033569336,2867320
2026-05-28 19:30:00+01:00,386.42010498046875,387.3500061035156,386.2200012207031,386.9549865722656,2177734,632.8599853515625,634.1199951171875,631.489990234375,633.8250122070312,1113220,310.7900085449219,311.3550109863281,310.25,311.31500244140625,4929905,272.6549987792969,274.19000244140625,272.3900146484375,274.0199890136719,4734955,86.2249984741211,86.47000122070312,86.05999755859375,86.43910217285156,4307464
2026-05-28 20:30:00+01:00,386.9599914550781,387.8500061035156,385.6600036621094,386.1499938964844,1570002,633.8599853515625,635.7000122070312,633.280029296875,635.219970703125,1296176,311.31500244140625,312.55999755859375,310.9700012207031,312.5,4816549,274.0199890136719,274.45001220703125,273.3699951171875,273.9599914550781,3825152,86.43499755859375,86.55999755859375,86.25499725341797,86.33000183105469,4508769
2026-05-29 14:30:00+01:00,381.20001220703125,381.6499938964844,376.5899963378906,379.9200134277344,5796461,633.969970703125,634.4600219726562,623.9000854492188,624.9500122070312,3039274,311.7749938964844,315.0,311.5,313.67498779296875,8454465,271.31500244140625,274.75,270.67999267578125,272.07000732421875,9480476,86.25,86.66999816894531,85.66000366210938,86.04499816894531,6243126
2026-05-29 15:30:00+01:00,379.8999938964844,380.3800048828125,377.2099914550781,379.80010986328125,2277862,624.9500122070312,629.5499877929688,623.3499755859375,628.2999877929688,1863392,313.6600036621094,314.05999755859375,310.4200134277344,311.79998779296875,5826258,272.0450134277344,272.63641357421875,270.6099853515625,272.30499267578125,4920067,86.05000305175781,86.45999908447266,85.66000366210938,86.43000030517578,4696391
2026-05-29 16:30:00+01:00,379.9599914550781,380.3088073730469,378.94000244140625,379.7049865722656,1768330,628.489990234375,629.0999755859375,625.530029296875,625.7999877929688,995221,311.8299865722656,312.0199890136719,310.45001220703125,311.1900939941406,2789979,272.32501220703125,273.0400085449219,271.7900085449219,271.7950134277344,2705249,86.43000030517578,86.48999786376953,85.98999786376953,86.0199966430664,2471478
2026-05-29 17:30:00+01:00,379.69000244140625,380.0898132324219,378.3999938964844,379.05999755859375,1891140,625.8300170898438,627.0,623.8209838867188,624.0700073242188,1526759,311.20001220703125,311.69000244140625,310.20001220703125,310.4200134277344,3360906,271.80999755859375,272.30499267578125,270.82000732421875,271.2300109863281,2773049,86.01010131835938,86.27799987792969,85.91999816894531,86.05999755859375,2096100
2026-05-29 18:30:00+01:00,379.06500244140625,380.0,378.6300048828125,379.4649963378906,1097564,624.0700073242188,627.8200073242188,624.010009765625,627.4299926757812,1216180,310.4200134277344,310.55999755859375,309.5299987792969,310.260009765625,3479522,271.2300109863281,271.5299987792969,270.2300109863281,270.6449890136719,2511034,86.06500244140625,86.30000305175781,85.91999816894531,85.95999908447266,2631343
2026-05-29 19:30:00+01:00,379.489990234375,379.67999267578125,378.0,378.9700012207031,1904317,627.5650024414062,630.02001953125,625.192626953125,629.375,1401330,310.260009765625,311.6300048828125,310.2099914550781,311.44500732421875,4045756,270.6549987792969,270.9599914550781,269.6400146484375,270.90899658203125,3323341,85.95500183105469,86.2750015258789,85.81999969482422,86.2750015258789,3172467
2026-05-29 20:30:00+01:00,378.989990234375,379.4100036621094,374.29998779296875,376.3800048828125,6002131,629.4099731445312,634.5,628.9401245117188,632.52001953125,2713254,311.45001220703125,313.1099853515625,311.3599853515625,312.07000732421875,5323698,270.90008544921875,272.130615234375,270.4599914550781,270.6499938964844,4470627,86.2750015258789,86.44999694824219,85.93000030517578,86.0199966430664,4187851
