Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05 15:30:00+01:00,384.489990234375,385.69000244140625,383.6099853515625,384.9877014160156,1526153,275.9200134277344,277.2699890136719,274.67999267578125,275.6600036621094,5988762,604.4199829101562,606.0999755859375,601.4299926757812,604.5900268554688,2311084,281.17999267578125,283.2099914550781,279.7099914550781,280.2200012207031,6121481,88.88999938964844,89.22000122070312,88.1050033569336,88.1449966430664,7581235
2026-05-05 16:30:00+01:00,384.92999267578125,385.8900146484375,383.45001220703125,383.6700134277344,1183575,275.6700134277344,276.2799987792969,273.92498779296875,273.9599914550781,4161427,604.5999755859375,605.1500244140625,600.3599853515625,601.5549926757812,1725421,280.2300109863281,281.55999755859375,279.8450012207031,281.3999938964844,3040049,88.1500015258789,88.30999755859375,87.56500244140625,88.0,7638169
2026-05-05 17:30:00+01:00,383.5950012207031,384.0513000488281,380.3500061035156,381.0799865722656,1280855,273.94000244140625,274.1871032714844,272.3800048828125,273.67999267578125,3427517,601.4849853515625,602.3900146484375,600.780029296875,602.0800170898438,1627423,281.3900146484375,284.57000732421875,281.3299865722656,282.81500244140625,5146396,88.0,88.4000015258789,87.87999725341797,87.94000244140625,4560821
2026-05-05 18:30:00+01:00,381.05999755859375,382.80999755859375,380.6499938964844,382.0950012207031,1085310,273.69000244140625,274.2749938964844,273.3100891113281,274.0899963378906,3424458,602.760009765625,605.10498046875,602.0800170898438,602.8049926757812,1401121,282.80999755859375,284.2799987792969,282.3526916503906,284.2500915527344,3957543,87.93499755859375,88.27999877929688,87.81999969482422,87.93340301513672,3642831
2026-05-05 19:30:00+01:00,382.1300048828125,383.4700012207031,381.67999267578125,383.4183044433594,992022,274.0950012207031,274.30999755859375,273.6300048828125,273.8399963378906,2650438,602.8099975585938,605.9299926757812,600.5499877929688,605.7949829101562,2287499,284.2550048828125,284.45001220703125,283.4200134277344,284.2099914550781,3606272,87.92500305175781,88.18499755859375,87.62000274658203,88.05500030517578,4054428
2026-05-05 20:30:00+01:00,383.45001220703125,384.4200134277344,383.1700134277344,384.2699890136719,1361865,273.8299865722656,274.25,273.45001220703125,273.5,3055299,605.760009765625,606.7999267578125,603.8800048828125,605.0800170898438,1877146,284.2200012207031,284.3299865722656,283.45001220703125,284.1700134277344,4695212,88.05500030517578,88.16000366210938,87.63999938964844,87.9000015258789,5691135
2026-05-06 14:30:00+01:00,389.260009765625,393.42999267578125,387.20001220703125,389.91400146484375,5645429,272.8900146484375,275.3500061035156,272.2076110839844,274.07501220703125,9979645,601.27001953125,618.72998046875,598.1099853515625,614.5050048828125,7399783,281.9150085449219,286.7200012207031,281.07501220703125,286.1099853515625,11276788,87.0145034790039,88.44999694824219,86.72000122070312,88.37999725341797,10031262
2026-05-06 15:30:00+01:00,389.8949890136719,394.5,389.2799987792969,392.3800048828125,2010602,274.1099853515625,275.4700012207031,273.55999755859375,273.7099914550781,5186208,614.75,619.9500122070312,612.1201171875,612.7849731445312,2554077,286.1300048828125,286.3399963378906,283.8800048828125,284.739990234375,6691628,88.41000366210938,88.55000305175781,87.70999908447266,87.75499725341797,4294295
2026-05-06 16:30:00+01:00,392.3999938964844,396.3800048828125,391.82000732421875,396.0400085449219,2104909,273.7099914550781,275.9800109863281,272.5400085449219,275.5899963378906,4765319,612.7899780273438,614.9199829101562,611.760009765625,612.580078125,1878820,284.739990234375,286.3699951171875,284.6499938964844,286.260009765625,4527443,87.80999755859375,88.01000213623047,87.63999938964844,87.86499786376953,3118592
2026-05-06 17:30:00+01:00,396.0249938964844,396.260009765625,394.3900146484375,394.54998779296875,1955753,275.614990234375,276.5799865722656,275.19500732421875,276.4200134277344,3188800,612.739990234375,613.97998046875,610.6099853515625,613.381591796875,1078783,286.2550048828125,287.1300048828125,285.7099914550781,286.7349853515625,3689933,87.86499786376953,88.19000244140625,87.74500274658203,88.0199966430664,4413254
2026-05-06 18:30:00+01:00,394.2200012207031,394.8800048828125,392.2799987792969,392.364990234375,1261196,276.4100036621094,277.7900085449219,276.2200012207031,276.29998779296875,4114314,613.3300170898438,614.219970703125,611.489990234375,614.1900024414062,1070368,286.7300109863281,287.8500061035156,286.57000732421875,287.17999267578125,3878452,88.01000213623047,88.13999938964844,87.83000183105469,88.09500122070312,2374237
2026-05-06 19:30:00+01:00,392.3900146484375,394.239990234375,391.6300048828125,392.260009765625,2081596,276.80499267578125,277.0799865722656,276.06048583984375,276.2349853515625,4616931,614.219970703125,615.3800048828125,612.1699829101562,612.6099853515625,1178996,287.1658935546875,287.8999938964844,286.6650085449219,287.760009765625,4158472,88.08999633789062,88.11000061035156,87.87000274658203,88.08499908447266,2596445
2026-05-06 20:30:00+01:00,392.30999755859375,395.9700012207031,392.05999755859375,394.989990234375,2603364,276.2349853515625,276.7300109863281,274.9100036621094,274.9100036621094,4751569,612.5999755859375,613.719970703125,612.010009765625,612.5399780273438,1295656,287.760009765625,288.0299987792969,287.0400085449219,287.5299987792969,5753679,88.0863037109375,88.3949966430664,87.97000122070312,88.22000122070312,3947739
2026-05-07 14:30:00+01:00,397.1700134277344,397.2799987792969,392.79998779296875,394.30999755859375,3597682,275.0,276.6300048828125,272.7900085449219,273.3450012207031,8420824,614.4949951171875,624.9500122070312,613.9500122070312,620.8599853515625,3440404,289.2699890136719,292.1300048828125,288.20001220703125,290.4700012207031,11895992,88.81500244140625,89.39910125732422,88.16999816894531,88.61000061035156,6269818
2026-05-07 15:30:00+01:00,394.3500061035156,394.489990234375,392.69000244140625,393.8999938964844,1613050,273.3599853515625,273.9700012207031,272.1914978027344,273.31500244140625,4275726,620.8314819335938,624.9500122070312,619.6099853515625,621.27001953125,1624591,290.4700012207031,291.3900146484375,289.9200134277344,290.2001037597656,4189077,88.5999984741211,89.1500015258789,88.43000030517578,88.58999633789062,3206961
2026-05-07 16:30:00+01:00,393.9200134277344,394.2300109863281,390.30999755859375,391.9750061035156,1648634,273.3399963378906,273.889892578125,271.3999938964844,272.5849914550781,4378086,621.3800048828125,623.3699951171875,616.2600708007812,619.8049926757812,1600955,290.20001220703125,290.739990234375,288.7799987792969,289.4100036621094,3696404,88.5999984741211,88.95999908447266,88.55500030517578,88.73500061035156,3012775
2026-05-07 17:30:00+01:00,391.989990234375,394.0,391.5899963378906,393.2799987792969,1392404,272.5899963378906,273.0400085449219,271.18011474609375,271.4599914550781,2768340,619.85498046875,619.8599853515625,613.630126953125,614.9600219726562,1443660,289.42498779296875,289.6549987792969,288.239990234375,288.7650146484375,3128141,88.66999816894531,88.88990020751953,88.3550033569336,88.3949966430664,2547526
2026-05-07 18:30:00+01:00,393.2799987792969,394.8699951171875,392.55999755859375,393.95001220703125,907698,271.4800109863281,272.9800109863281,271.2101135253906,272.6199951171875,2607643,615.0900268554688,617.159912109375,613.5401000976562,616.6801147460938,720943,288.8599853515625,289.7699890136719,287.8999938964844,288.2699890136719,3005535,88.40499877929688,88.5999984741211,88.19000244140625,88.5250015258789,2311640
2026-05-07 19:30:00+01:00,393.95001220703125,394.7699890136719,391.70001220703125,393.3550109863281,1292492,272.614990234375,272.8399963378906,271.3800048828125,271.9800109863281,2738089,616.6799926757812,617.2999267578125,615.030029296875,615.8099975585938,719933,288.2799987792969,288.3399963378906,285.7799987792969,286.739990234375,4941011,88.5250015258789,88.79000091552734,88.31009674072266,88.40260314941406,2418412
2026-05-07 20:30:00+01:00,393.3900146484375,395.510009765625,392.6499938964844,395.2900085449219,1590434,271.9700012207031,272.1300048828125,270.489990234375,271.25,3492195,615.8049926757812,617.989990234375,615.27001953125,616.9600219726562,892716,286.7349853515625,287.55999755859375,286.2799987792969,287.4700012207031,3254466,88.4000015258789,88.68499755859375,88.12999725341797,88.26000213623047,4117619
2026-05-08 14:30:00+01:00,394.4175109863281,398.0,393.67999267578125,396.4700012207031,2761109,271.6300048828125,273.3758850097656,269.95001220703125,272.4200134277344,7499357,615.2000122070312,616.77001953125,612.3099975585938,612.8499755859375,2486609,290.1099853515625,294.55499267578125,290.0,293.7850036621094,11356891,87.70999908447266,88.0199966430664,87.20999908447266,87.55999755859375,6517722
2026-05-08 15:30:00+01:00,396.4700012207031,397.5799865722656,395.2300109863281,396.0976867675781,1335319,272.4150085449219,272.8999938964844,271.4200134277344,272.8999938964844,3410690,612.8699951171875,613.52001953125,608.0999755859375,608.9000244140625,2114789,293.7699890136719,294.760009765625,292.4200134277344,292.8500061035156,7279310,87.55000305175781,88.04000091552734,87.46499633789062,87.67500305175781,3853361
2026-05-08 16:30:00+01:00,396.05999755859375,396.2099914550781,395.0299987792969,395.32000732421875,1040807,272.9100036621094,273.489990234375,272.3500061035156,272.9601135253906,3628591,608.8900146484375,610.2999877929688,606.0601196289062,608.0999755859375,1911388,292.8500061035156,293.0400085449219,292.18011474609375,292.79998779296875,3193255,87.68000030517578,87.88999938964844,87.44000244140625,87.63009643554688,3033851
2026-05-08 17:30:00+01:00,395.2699890136719,395.55999755859375,393.79998779296875,394.5299987792969,967267,272.82000732421875,273.29998779296875,272.1499938964844,272.340087890625,2726843,608.2180786132812,610.25,607.5,609.9149780273438,941103,292.79998779296875,292.79998779296875,291.7500915527344,292.1499938964844,4004012,87.63020324707031,87.9800033569336,87.41500091552734,87.43499755859375,2925608
2026-05-08 18:30:00+01:00,394.5,396.1000061035156,394.3599853515625,396.0299987792969,762977,272.3900146484375,273.0,272.1600036621094,272.5050048828125,2718015,609.8699951171875,611.5,608.7000122070312,611.35498046875,853682,292.1400146484375,292.8599853515625,292.07000732421875,292.7229919433594,2447225,87.43000030517578,87.65840148925781,87.4000015258789,87.55500030517578,2265394
2026-05-08 19:30:00+01:00,395.9750061035156,396.2900085449219,395.1700134277344,395.8999938964844,1299276,272.5198974609375,273.1642150878906,271.9130859375,273.0849914550781,3198995,611.4000244140625,611.5,608.72998046875,610.239990234375,1281593,292.7651062011719,293.6000061035156,292.3900146484375,293.42999267578125,3970651,87.55500030517578,87.88999938964844,87.38500213623047,87.73500061035156,3217617
2026-05-08 20:30:00+01:00,395.8699951171875,398.3699951171875,395.82000732421875,397.07000732421875,2063151,273.07000732421875,274.0,272.5,272.67999267578125,5023532,610.25,611.0,609.3499755859375,609.6400146484375,1471351,293.45001220703125,294.25,293.1000061035156,293.2799987792969,6088677,87.73500061035156,87.79499816894531,87.38999938964844,87.44999694824219,5810488
